Gender,Course1,Course1,Course,Strand Code,Strand,,,,,Salary,GWA
Female    ,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,83098,74
Male      ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,12951,93
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Information Technology - BSIT,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,69107,92
Female    ,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,48947,98
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,Not in the list,HUMSS,Humanities and Social Sciences (HUMSS),,,,,88237,72
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,57605,99
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,41721,87
Male      ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Nursing - BSN,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,98209,90
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,108817,72
Male      ,Bachelor of Science in Information Technology - BSIT,Undecided,Undecided,ICT,Information and Communications Technology (ICT),,,,,94204,89
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Computer Science - BSCS,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,22117,96
Male      ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,HUMSS,Humanities and Social Sciences (HUMSS),,,,,118015,72
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Business Administration major in Marketing - BSBA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,76957,74
Female    ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,55811,93
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,ICT,Information and Communications Technology (ICT),,,,,114188,87
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Computer Science - BSCS,ICT,Information and Communications Technology (ICT),,,,,10166,84
Male      ,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,114372,78
Male      ,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Information Technology - BSIT,ABM,"Accountancy, Business and Management (ABM)",,,,,102891,75
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,20224,75
Male      ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Elementary Education - BEED,Bachelor of Arts in Psychology - AB PSYCHOLOGY,HUMSS,Humanities and Social Sciences (HUMSS),,,,,16062,87
Male      ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,25088,84
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Secondary Education major in Mathematics - BSED MATH,Not in the list,GA,General Academic (GA) ,,,,,98093,94
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,80471,84
Female    ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,103569,100
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,77737,77
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,81383,85
Female    ,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Business Administration major in Marketing - BSBA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,89315,93
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Business Administration major in Marketing - BSBA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,45568,99
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,HUMSS,Humanities and Social Sciences (HUMSS),,,,,41476,85
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,50535,80
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Nursing - BSN,HE,Home Economics (HE),,,,,21560,78
Male      ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,80346,71
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Nursing - BSN,Bachelor of Science in Accountancy - BSA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,85306,96
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,55512,91
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Undecided,ICT,Information and Communications Technology (ICT),,,,,22004,85
-         ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Arts in Psychology - AB PSYCHOLOGY,HUMSS,Humanities and Social Sciences (HUMSS),,,,,127252,87
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Entrepreneurship - BSENT,HE,Home Economics (HE),,,,,33854,100
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Electronics and Communications Engineering - BSECE,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,102613,84
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Nursing - BSN,Bachelor of Science in Entrepreneurship - BSENT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,56247,96
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,31586,71
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Elementary Education - BEED,Undecided,HE,Home Economics (HE),,,,,18686,85
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,74950,80
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Business Administration major in Marketing - BSBA,TVLM,TVL Maritime (TVLM),,,,,129742,98
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,37331,83
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Accountancy - BSA,HE,Home Economics (HE),,,,,113782,80
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Not in the list,GA,General Academic (GA) ,,,,,60219,96
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Nursing - BSN,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,111062,84
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Information Technology - BSIT,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,102785,92
Male      ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Nursing - BSN,HUMSS,Humanities and Social Sciences (HUMSS),,,,,24901,92
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Computer Science - BSCS,ICT,Information and Communications Technology (ICT),,,,,83521,72
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,HE,Home Economics (HE),,,,,32641,91
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,97121,71
Male      ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,39358,78
Male      ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,34353,73
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,93444,71
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,78247,73
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,91654,86
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,41908,72
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,88931,90
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Hospitality Management - BSHM,HUMSS,Humanities and Social Sciences (HUMSS),,,,,91640,85
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,84300,96
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Nursing - BSN,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,115222,99
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Arts in Psychology - AB PSYCHOLOGY,NO CHOSEN COURSE,HUMSS,Humanities and Social Sciences (HUMSS),,,,,51354,92
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Entrepreneurship - BSENT,HE,Home Economics (HE),,,,,31558,86
Male      ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,Undecided,GA,General Academic (GA) ,,,,,24670,78
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,29082,100
